m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
32,2,"2,3,11",2^5 * 3^1 * 11^1,0,"5,7,13,17,19,23,29",
33,2,"2,3,11,17",2^1 * 3^1 * 11^1 * 17^1,0,"5,7,13,19,23,29",
34,2,"2,5,7,17",2^1 * 5^1 * 7^1 * 17^1,0,"3,11,13,19,23,29",
35,2,"2,3,5,7",2^2 * 3^2 * 5^1 * 7^1,0,"11,13,17,19,23,29",
38,2,"2,3,13,19",2^1 * 3^1 * 13^1 * 19^1,0,"5,7,11,17,23,29",
39,2,"2,3,5,13",2^3 * 3^1 * 5^1 * 13^1,0,"7,11,17,19,23,29",
44,2,"2,3,5,11",2^2 * 3^2 * 5^1 * 11^1,0,"7,13,17,19,23,29",
45,2,"2,3,5,23",2^1 * 3^2 * 5^1 * 23^1,0,"7,11,13,17,19,29",
48,2,"2,3,7",2^4 * 3^1 * 7^2,0,"5,11,13,17,19,23,29",
49,2,"2,5,7",2^1 * 5^2 * 7^2,0,"3,11,13,17,19,23,29",
50,2,"2,3,5,17",2^1 * 3^1 * 5^2 * 17^1,0,"7,11,13,19,23,29",
51,2,"2,3,13,17",2^2 * 3^1 * 13^1 * 17^1,0,"5,7,11,19,23,29",
54,2,"2,3,5,11",2^1 * 3^3 * 5^1 * 11^1,0,"7,13,17,19,23,29",
55,2,"2,5,7,11",2^3 * 5^1 * 7^1 * 11^1,0,"3,13,17,19,23,29",
56,2,"2,3,7,19",2^3 * 3^1 * 7^1 * 19^1,0,"5,11,13,17,23,29",
57,2,"2,3,19,29",2^1 * 3^1 * 19^1 * 29^1,0,"5,7,11,13,17,23",
63,2,"2,3,7",2^6 * 3^2 * 7^1,0,"5,11,13,17,19,23,29",
64,2,"2,5,13",2^6 * 5^1 * 13^1,0,"3,7,11,17,19,23,29",
65,2,"2,3,5,11,13",2^1 * 3^1 * 5^1 * 11^1 * 13^1,0,"7,17,19,23,29",
68,2,"2,3,17,23",2^2 * 3^1 * 17^1 * 23^1,0,"5,7,11,13,19,29",
69,2,"2,3,5,7,23",2^1 * 3^1 * 5^1 * 7^1 * 23^1,0,"11,13,17,19,29",
75,2,"2,3,5,19",2^2 * 3^1 * 5^2 * 19^1,0,"7,11,13,17,23,29",
76,2,"2,7,11,19",2^2 * 7^1 * 11^1 * 19^1,0,"3,5,13,17,23,29",
77,2,"2,3,7,11,13",2^1 * 3^1 * 7^1 * 11^1 * 13^1,0,"5,17,19,23,29",
80,2,"2,3,5",2^4 * 3^4 * 5^1,0,"7,11,13,17,19,23,29",
84,2,"2,3,5,7,17",2^2 * 3^1 * 5^1 * 7^1 * 17^1,0,"11,13,19,23,29",
87,2,"2,3,11,29",2^3 * 3^1 * 11^1 * 29^1,0,"5,7,13,17,19,23",
90,2,"2,3,5,7,13",2^1 * 3^2 * 5^1 * 7^1 * 13^1,0,"11,17,19,23,29",
91,2,"2,7,13,23",2^2 * 7^1 * 13^1 * 23^1,0,"3,5,11,17,19,29",
95,2,"2,3,5,19",2^5 * 3^1 * 5^1 * 19^1,0,"7,11,13,17,23,29",
98,2,"2,3,7,11",2^1 * 3^2 * 7^2 * 11^1,0,"5,13,17,19,23,29",
99,2,"2,3,5,11",2^2 * 3^2 * 5^2 * 11^1,0,"7,13,17,19,23,29",
104,2,"2,3,5,7,13",2^3 * 3^1 * 5^1 * 7^1 * 13^1,0,"11,17,19,23,29",
114,2,"2,3,5,19,23",2^1 * 3^1 * 5^1 * 19^1 * 23^1,0,"7,11,13,17,29",
115,2,"2,5,23,29",2^2 * 5^1 * 23^1 * 29^1,0,"3,7,11,13,17,19",
116,2,"2,3,13,29",2^2 * 3^2 * 13^1 * 29^1,0,"5,7,11,17,19,23",
119,2,"2,3,5,7,17",2^3 * 3^1 * 5^1 * 7^1 * 17^1,0,"11,13,19,23,29",
120,2,"2,3,5,11",2^3 * 3^1 * 5^1 * 11^2,0,"7,13,17,19,23,29",
125,2,"2,3,5,7",2^1 * 3^2 * 5^3 * 7^1,0,"11,13,17,19,23,29",
132,2,"2,3,7,11,19",2^2 * 3^1 * 7^1 * 11^1 * 19^1,0,"5,13,17,23,29",
135,2,"2,3,5,17",2^3 * 3^3 * 5^1 * 17^1,0,"7,11,13,19,23,29",
143,2,"2,3,11,13",2^4 * 3^2 * 11^1 * 13^1,0,"5,7,17,19,23,29",
144,2,"2,3,5,29",2^4 * 3^2 * 5^1 * 29^1,0,"7,11,13,17,19,23",
152,2,"2,3,17,19",2^3 * 3^2 * 17^1 * 19^1,0,"5,7,11,13,23,29",
153,2,"2,3,7,11,17",2^1 * 3^2 * 7^1 * 11^1 * 17^1,0,"5,13,19,23,29",
160,2,"2,5,7,23",2^5 * 5^1 * 7^1 * 23^1,0,"3,11,13,17,19,29",
161,2,"2,3,7,23",2^1 * 3^4 * 7^1 * 23^1,0,"5,11,13,17,19,29",
168,2,"2,3,7,13",2^3 * 3^1 * 7^1 * 13^2,0,"5,11,17,19,23,29",
169,2,"2,5,13,17",2^1 * 5^1 * 13^2 * 17^1,0,"3,7,11,19,23,29",
170,2,"2,3,5,17,19",2^1 * 3^2 * 5^1 * 17^1 * 19^1,0,"7,11,13,23,29",
174,2,"2,3,5,7,29",2^1 * 3^1 * 5^2 * 7^1 * 29^1,0,"11,13,17,19,23",
175,2,"2,5,7,11",2^4 * 5^2 * 7^1 * 11^1,0,"3,13,17,19,23,29",
189,2,"2,3,5,7,19",2^1 * 3^3 * 5^1 * 7^1 * 19^1,0,"11,13,17,23,29",
195,2,"2,3,5,7,13",2^2 * 3^1 * 5^1 * 7^2 * 13^1,0,"11,17,19,23,29",
203,2,"2,3,7,17,29",2^2 * 3^1 * 7^1 * 17^1 * 29^1,0,"5,11,13,19,23",
207,2,"2,3,13,23",2^4 * 3^2 * 13^1 * 23^1,0,"5,7,11,17,19,29",
208,2,"2,11,13,19",2^4 * 11^1 * 13^1 * 19^1,0,"3,5,7,17,23,29",
209,2,"2,3,5,7,11,19",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29",
220,2,"2,5,11,13,17",2^2 * 5^1 * 11^1 * 13^1 * 17^1,0,"3,7,19,23,29",
224,2,"2,3,5,7",2^5 * 3^2 * 5^2 * 7^1,0,"11,13,17,19,23,29",
230,2,"2,3,5,7,11,23",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 23^1,0,"13,17,19,29",
231,2,"2,3,7,11,29",2^3 * 3^1 * 7^1 * 11^1 * 29^1,0,"5,13,17,19,23",
242,2,"2,3,11",2^1 * 3^5 * 11^2,0,"5,7,13,17,19,23,29",
252,2,"2,3,7,11,23",2^2 * 3^2 * 7^1 * 11^1 * 23^1,0,"5,13,17,19,29",
255,2,"2,3,5,17",2^8 * 3^1 * 5^1 * 17^1,0,"7,11,13,19,23,29",
260,2,"2,3,5,13,29",2^2 * 3^2 * 5^1 * 13^1 * 29^1,0,"7,11,17,19,23",
272,2,"2,3,7,13,17",2^4 * 3^1 * 7^1 * 13^1 * 17^1,0,"5,11,19,23,29",
275,2,"2,3,5,11,23",2^2 * 3^1 * 5^2 * 11^1 * 23^1,0,"7,13,17,19,29",
285,2,"2,3,5,11,13,19",2^1 * 3^1 * 5^1 * 11^1 * 13^1 * 19^1,0,"7,17,23,29",
288,2,"2,3,17",2^5 * 3^2 * 17^2,0,"5,7,11,13,19,23,29",
289,2,"2,5,17,29",2^1 * 5^1 * 17^2 * 29^1,0,"3,7,11,13,19,23",
299,2,"2,3,5,13,23",2^2 * 3^1 * 5^2 * 13^1 * 23^1,0,"7,11,17,19,29",
319,2,"2,5,11,29",2^6 * 5^1 * 11^1 * 29^1,0,"3,7,13,17,19,23",
322,2,"2,7,17,19,23",2^1 * 7^1 * 17^1 * 19^1 * 23^1,0,"3,5,11,13,29",
323,2,"2,3,17,19",2^2 * 3^4 * 17^1 * 19^1,0,"5,7,11,13,23,29",
324,2,"2,3,5,13",2^2 * 3^4 * 5^2 * 13^1,0,"7,11,17,19,23,29",
342,2,"2,3,7,19",2^1 * 3^2 * 7^3 * 19^1,0,"5,11,13,17,23,29",
350,2,"2,3,5,7,13",2^1 * 3^3 * 5^2 * 7^1 * 13^1,0,"11,17,19,23,29",
351,2,"2,3,11,13",2^5 * 3^3 * 11^1 * 13^1,0,"5,7,17,19,23,29",
360,2,"2,3,5,19",2^3 * 3^2 * 5^1 * 19^2,0,"7,11,13,17,23,29",
363,2,"2,3,7,11,13",2^2 * 3^1 * 7^1 * 11^2 * 13^1,0,"5,17,19,23,29",
374,2,"2,3,5,11,17",2^1 * 3^1 * 5^3 * 11^1 * 17^1,0,"7,13,19,23,29",
377,2,"2,3,7,13,29",2^1 * 3^3 * 7^1 * 13^1 * 29^1,0,"5,11,17,19,23",
384,2,"2,3,5,7,11",2^7 * 3^1 * 5^1 * 7^1 * 11^1,0,"13,17,19,23,29",
390,2,"2,3,5,13,17,23",2^1 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1,0,"7,11,19,29",
391,2,"2,7,17,23",2^3 * 7^2 * 17^1 * 23^1,0,"3,5,11,13,19,29",
399,2,"2,3,5,7,19",2^4 * 3^1 * 5^2 * 7^1 * 19^1,0,"11,13,17,23,29",
405,2,"2,3,5,7,29",2^1 * 3^4 * 5^1 * 7^1 * 29^1,0,"11,13,17,19,23",
440,2,"2,3,5,7,11",2^3 * 3^2 * 5^1 * 7^2 * 11^1,0,"13,17,19,23,29",
441,2,"2,3,7,13,17",2^1 * 3^2 * 7^2 * 13^1 * 17^1,0,"5,11,19,23,29",
455,2,"2,3,5,7,13,19",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 19^1,0,"11,17,23,29",
459,2,"2,3,5,17,23",2^2 * 3^3 * 5^1 * 17^1 * 23^1,0,"7,11,13,19,29",
475,2,"2,5,7,17,19",2^2 * 5^2 * 7^1 * 17^1 * 19^1,0,"3,11,13,23,29",
483,2,"2,3,7,11,23",2^2 * 3^1 * 7^1 * 11^2 * 23^1,0,"5,13,17,19,29",
493,2,"2,13,17,19,29",2^1 * 13^1 * 17^1 * 19^1 * 29^1,0,"3,5,7,11,23",
494,2,"2,3,5,11,13,19",2^1 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1,0,"7,17,23,29",
506,2,"2,3,11,13,23",2^1 * 3^1 * 11^1 * 13^2 * 23^1,0,"5,7,17,19,29",
512,2,"2,3,19",2^9 * 3^3 * 19^1,0,"5,7,11,13,17,23,29",
528,2,"2,3,11,23",2^4 * 3^1 * 11^1 * 23^2,0,"5,7,13,17,19,29",
539,2,"2,3,5,7,11",2^2 * 3^3 * 5^1 * 7^2 * 11^1,0,"13,17,19,23,29",
550,2,"2,5,11,19,29",2^1 * 5^2 * 11^1 * 19^1 * 29^1,0,"3,7,13,17,23",
551,2,"2,3,19,23,29",2^3 * 3^1 * 19^1 * 23^1 * 29^1,0,"5,7,11,13,17",
560,2,"2,3,5,7,11,17",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23,29",
575,2,"2,3,5,23",2^6 * 3^2 * 5^2 * 23^1,0,"7,11,13,17,19,29",
594,2,"2,3,5,7,11,17",2^1 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23,29",
608,2,"2,3,7,19,29",2^5 * 3^1 * 7^1 * 19^1 * 29^1,0,"5,11,13,17,23",
624,2,"2,3,5,13",2^4 * 3^1 * 5^4 * 13^1,0,"7,11,17,19,23,29",
637,2,"2,7,11,13,29",2^1 * 7^2 * 11^1 * 13^1 * 29^1,0,"3,5,17,19,23",
675,2,"2,3,5,13",2^2 * 3^3 * 5^2 * 13^2,0,"7,11,17,19,23,29",
714,2,"2,3,5,7,11,13,17",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1,0,"19,23,29",
725,2,"2,3,5,11,29",2^1 * 3^1 * 5^2 * 11^2 * 29^1,0,"7,13,17,19,23",
728,2,"2,3,7,13",2^3 * 3^6 * 7^1 * 13^1,0,"5,11,17,19,23,29",
735,2,"2,3,5,7,23",2^5 * 3^1 * 5^1 * 7^2 * 23^1,0,"11,13,17,19,29",
759,2,"2,3,5,11,19,23",2^3 * 3^1 * 5^1 * 11^1 * 19^1 * 23^1,0,"7,13,17,29",
782,2,"2,3,17,23,29",2^1 * 3^3 * 17^1 * 23^1 * 29^1,0,"5,7,11,13,19",
783,2,"2,3,7,29",2^4 * 3^3 * 7^2 * 29^1,0,"5,11,13,17,19,23",
832,2,"2,7,13,17",2^6 * 7^2 * 13^1 * 17^1,0,"3,5,11,19,23,29",
840,2,"2,3,5,7,29",2^3 * 3^1 * 5^1 * 7^1 * 29^2,0,"11,13,17,19,23",
874,2,"2,5,7,19,23",2^1 * 5^3 * 7^1 * 19^1 * 23^1,0,"3,11,13,17,29",
896,2,"2,3,7,13,23",2^7 * 3^1 * 7^1 * 13^1 * 23^1,0,"5,11,17,19,29",
935,2,"2,3,5,11,13,17",2^3 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1,0,"7,19,23,29",
968,2,"2,3,11,17,19",2^3 * 3^1 * 11^2 * 17^1 * 19^1,0,"5,7,13,23,29",
1000,2,"2,5,7,11,13",2^3 * 5^3 * 7^1 * 11^1 * 13^1,0,"3,17,19,23,29",
1014,2,"2,3,5,7,13,29",2^1 * 3^1 * 5^1 * 7^1 * 13^2 * 29^1,0,"11,17,19,23",
1044,2,"2,3,5,11,19,29",2^2 * 3^2 * 5^1 * 11^1 * 19^1 * 29^1,0,"7,13,17,23",
1088,2,"2,3,11,17",2^6 * 3^2 * 11^2 * 17^1,0,"5,7,13,19,23,29",
1104,2,"2,3,5,13,17,23",2^4 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1,0,"7,11,19,29",
1155,2,"2,3,5,7,11,17",2^2 * 3^1 * 5^1 * 7^1 * 11^1 * 17^2,0,"13,19,23,29",
1196,2,"2,3,7,13,19,23",2^2 * 3^2 * 7^1 * 13^1 * 19^1 * 23^1,0,"5,11,17,29",
1215,2,"2,3,5,19",2^6 * 3^5 * 5^1 * 19^1,0,"7,11,13,17,23,29",
1224,2,"2,3,5,7,17",2^3 * 3^2 * 5^2 * 7^2 * 17^1,0,"11,13,19,23,29",
1274,2,"2,3,5,7,13,17",2^1 * 3^1 * 5^2 * 7^2 * 13^1 * 17^1,0,"11,19,23,29",
1275,2,"2,3,5,11,17,29",2^2 * 3^1 * 5^2 * 11^1 * 17^1 * 29^1,0,"7,13,19,23",
1287,2,"2,3,7,11,13,23",2^3 * 3^2 * 7^1 * 11^1 * 13^1 * 23^1,0,"5,17,19,29",
1330,2,"2,5,7,11,19",2^1 * 5^1 * 7^1 * 11^3 * 19^1,0,"3,13,17,23,29",
1444,2,"2,5,17,19",2^2 * 5^1 * 17^2 * 19^2,0,"3,7,11,13,23,29",
1449,2,"2,3,5,7,23,29",2^1 * 3^2 * 5^2 * 7^1 * 23^1 * 29^1,0,"11,13,17,19",
1495,2,"2,5,11,13,17,23",2^3 * 5^1 * 11^1 * 13^1 * 17^1 * 23^1,0,"3,7,19,29",
1520,2,"2,3,5,13,19",2^4 * 3^2 * 5^1 * 13^2 * 19^1,0,"7,11,17,23,29",
1539,2,"2,3,5,7,11,19",2^2 * 3^4 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29",
1595,2,"2,3,5,7,11,19,29",2^2 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1,0,"13,17,23",
1624,2,"2,5,7,13,29",2^3 * 5^3 * 7^1 * 13^1 * 29^1,0,"3,11,17,19,23",
1682,2,"2,3,11,17,29",2^1 * 3^2 * 11^1 * 17^1 * 29^2,0,"5,7,13,19,23",
1700,2,"2,3,5,7,17",2^2 * 3^5 * 5^2 * 7^1 * 17^1,0,"11,13,19,23,29",
1715,2,"2,3,5,7,11,13",2^2 * 3^1 * 5^1 * 7^3 * 11^1 * 13^1,0,"17,19,23,29",
1728,2,"2,3,7,13,19",2^6 * 3^3 * 7^1 * 13^1 * 19^1,0,"5,11,17,23,29",
1862,2,"2,3,7,19,23",2^1 * 3^4 * 7^2 * 19^1 * 23^1,0,"5,11,13,17,29",
2000,2,"2,3,5,23,29",2^4 * 3^1 * 5^3 * 23^1 * 29^1,0,"7,11,13,17,19",
2001,2,"2,3,7,11,13,23,29",2^1 * 3^1 * 7^1 * 11^1 * 13^1 * 23^1 * 29^1,0,"5,17,19",
2023,2,"2,7,11,17,23",2^3 * 7^1 * 11^1 * 17^2 * 23^1,0,"3,5,13,19,29",
2024,2,"2,3,5,11,23",2^3 * 3^4 * 5^2 * 11^1 * 23^1,0,"7,13,17,19,29",
2057,2,"2,3,7,11,17",2^1 * 3^1 * 7^3 * 11^2 * 17^1,0,"5,13,19,23,29",
2079,2,"2,3,5,7,11,13",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1,0,"17,19,23,29",
2175,2,"2,3,5,17,29",2^7 * 3^1 * 5^2 * 17^1 * 29^1,0,"7,11,13,19,23",
2184,2,"2,3,5,7,13,19,23",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 19^1 * 23^1,0,"11,17,29",
2204,2,"2,3,5,7,19,29",2^2 * 3^2 * 5^1 * 7^2 * 19^1 * 29^1,0,"11,13,17,23",
2261,2,"2,3,7,13,17,19,29",2^1 * 3^1 * 7^1 * 13^1 * 17^1 * 19^1 * 29^1,0,"5,11,23",
2299,2,"2,5,11,19,23",2^2 * 5^2 * 11^2 * 19^1 * 23^1,0,"3,7,13,17,29",
2375,2,"2,3,5,11,19",2^3 * 3^3 * 5^3 * 11^1 * 19^1,0,"7,13,17,23,29",
2400,2,"2,3,5,7",2^5 * 3^1 * 5^2 * 7^4,0,"11,13,17,19,23,29",
2430,2,"2,3,5,11,13,17",2^1 * 3^5 * 5^1 * 11^1 * 13^1 * 17^1,0,"7,19,23,29",
2431,2,"2,11,13,17,19",2^7 * 11^1 * 13^1 * 17^1 * 19^1,0,"3,5,7,23,29",
2464,2,"2,5,7,11,17,29",2^5 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1,0,"3,13,19,23",
2499,2,"2,3,5,7,17",2^2 * 3^1 * 5^4 * 7^2 * 17^1,0,"11,13,19,23,29",
2600,2,"2,3,5,13,17",2^3 * 3^2 * 5^2 * 13^1 * 17^2,0,"7,11,19,23,29",
2639,2,"2,3,5,7,11,13,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 29^1,0,"17,19,23",
2645,2,"2,3,5,7,23",2^1 * 3^3 * 5^1 * 7^2 * 23^2,0,"11,13,17,19,29",
2736,2,"2,3,7,17,19,23",2^4 * 3^2 * 7^1 * 17^1 * 19^1 * 23^1,0,"5,11,13,29",
2754,2,"2,3,5,17,19,29",2^1 * 3^4 * 5^1 * 17^1 * 19^1 * 29^1,0,"7,11,13,23",
2783,2,"2,3,11,23,29",2^5 * 3^1 * 11^2 * 23^1 * 29^1,0,"5,7,13,17,19",
2925,2,"2,3,5,7,11,13,19",2^1 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29",
3024,2,"2,3,5,7,11",2^4 * 3^3 * 5^2 * 7^1 * 11^2,0,"13,17,19,23,29",
3059,2,"2,3,5,7,17,19,23",2^2 * 3^2 * 5^1 * 7^1 * 17^1 * 19^1 * 23^1,0,"11,13,29",
3135,2,"2,3,5,7,11,19",2^6 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1,0,"13,17,23,29",
3248,2,"2,3,7,19,29",2^4 * 3^2 * 7^1 * 19^2 * 29^1,0,"5,11,13,17,23",
3249,2,"2,3,5,13,19",2^1 * 3^2 * 5^3 * 13^1 * 19^2,0,"7,11,17,23,29",
3380,2,"2,3,5,7,13,23",2^2 * 3^1 * 5^1 * 7^2 * 13^2 * 23^1,0,"11,17,19,29",
3450,2,"2,3,5,7,17,23,29",2^1 * 3^1 * 5^2 * 7^1 * 17^1 * 23^1 * 29^1,0,"11,13,19",
3509,2,"2,3,5,11,13,29",2^1 * 3^3 * 5^1 * 11^2 * 13^1 * 29^1,0,"7,17,19,23",
3519,2,"2,3,5,11,17,23",2^6 * 3^2 * 5^1 * 11^1 * 17^1 * 23^1,0,"7,13,19,29",
3887,2,"2,3,13,23",2^4 * 3^5 * 13^2 * 23^1,0,"5,7,11,17,19,29",
4095,2,"2,3,5,7,13",2^12 * 3^2 * 5^1 * 7^1 * 13^1,0,"11,17,19,23,29",
4199,2,"2,3,5,7,13,17,19",2^3 * 3^1 * 5^2 * 7^1 * 13^1 * 17^1 * 19^1,0,"11,23,29",
4224,2,"2,3,5,11,13",2^7 * 3^1 * 5^2 * 11^1 * 13^2,0,"7,17,19,23,29",
4374,2,"2,3,5,7",2^1 * 3^7 * 5^4 * 7^1,0,"11,13,17,19,23,29",
4640,2,"2,3,5,7,13,17,29",2^5 * 3^1 * 5^1 * 7^1 * 13^1 * 17^1 * 29^1,0,"11,19,23",
4692,2,"2,3,13,17,19,23",2^2 * 3^1 * 13^1 * 17^1 * 19^2 * 23^1,0,"5,7,11,29",
4760,2,"2,3,5,7,17,23",2^3 * 3^2 * 5^1 * 7^1 * 17^1 * 23^2,0,"11,13,19,29",
4784,2,"2,3,5,11,13,23,29",2^4 * 3^1 * 5^1 * 11^1 * 13^1 * 23^1 * 29^1,0,"7,17,19",
4900,2,"2,5,7,13,29",2^2 * 5^2 * 7^2 * 13^2 * 29^1,0,"3,11,17,19,23",
4913,2,"2,3,7,13,17",2^1 * 3^3 * 7^1 * 13^1 * 17^3,0,"5,11,19,23,29",
5082,2,"2,3,7,11,13,17,23",2^1 * 3^1 * 7^1 * 11^2 * 13^1 * 17^1 * 23^1,0,"5,19,29",
5103,2,"2,3,7,11,29",2^4 * 3^6 * 7^1 * 11^1 * 29^1,0,"5,13,17,19,23",
5775,2,"2,3,5,7,11,19",2^4 * 3^1 * 5^2 * 7^1 * 11^1 * 19^2,0,"13,17,23,29",
5831,2,"2,3,7,17",2^3 * 3^6 * 7^3 * 17^1,0,"5,11,13,19,23,29",
5887,2,"2,7,23,29",2^8 * 7^1 * 23^1 * 29^2,0,"3,5,11,13,17,19",
5915,2,"2,3,5,7,13,17,29",2^2 * 3^1 * 5^1 * 7^1 * 13^2 * 17^1 * 29^1,0,"11,19,23",
5928,2,"2,3,7,11,13,19",2^3 * 3^1 * 7^2 * 11^2 * 13^1 * 19^1,0,"5,17,23,29",
5984,2,"2,3,5,7,11,17,19",2^5 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1,0,"13,23,29",
6174,2,"2,3,5,7,13,19",2^1 * 3^2 * 5^2 * 7^3 * 13^1 * 19^1,0,"11,17,23,29",
6655,2,"2,5,11,13",2^9 * 5^1 * 11^3 * 13^1,0,"3,7,17,19,23,29",
6669,2,"2,3,5,13,19,23,29",2^1 * 3^3 * 5^1 * 13^1 * 19^1 * 23^1 * 29^1,0,"7,11,17",
6859,2,"2,5,7,19",2^2 * 5^1 * 7^3 * 19^3,0,"3,11,13,17,23,29",
7105,2,"2,5,7,11,17,19,29",2^1 * 5^1 * 7^2 * 11^1 * 17^1 * 19^1 * 29^1,0,"3,13,23",
7424,2,"2,3,5,11,29",2^8 * 3^3 * 5^2 * 11^1 * 29^1,0,"7,13,17,19,23",
7865,2,"2,3,5,11,13,19,23",2^1 * 3^2 * 5^1 * 11^2 * 13^1 * 19^1 * 23^1,0,"7,17,29",
7888,2,"2,7,17,23,29",2^4 * 7^3 * 17^1 * 23^1 * 29^1,0,"3,5,11,13,19",
8280,2,"2,3,5,7,13,23",2^3 * 3^2 * 5^1 * 7^2 * 13^2 * 23^1,0,"11,17,19,29",
8624,2,"2,3,5,7,11,23",2^4 * 3^1 * 5^3 * 7^2 * 11^1 * 23^1,0,"13,17,19,29",
8670,2,"2,3,5,13,17,23,29",2^1 * 3^1 * 5^1 * 13^1 * 17^2 * 23^1 * 29^1,0,"7,11,19",
9800,2,"2,3,5,7,11",2^3 * 3^4 * 5^2 * 7^2 * 11^2,0,"13,17,19,23,29",
9801,2,"2,3,11,13,29",2^1 * 3^4 * 11^2 * 13^2 * 29^1,0,"5,7,17,19,23",
10240,2,"2,5,7,11,19",2^11 * 5^1 * 7^2 * 11^1 * 19^1,0,"3,13,17,23,29",
10556,2,"2,3,7,13,17,23,29",2^2 * 3^3 * 7^1 * 13^1 * 17^1 * 23^1 * 29^1,0,"5,11,19",
10625,2,"2,3,5,7,11,17,23",2^1 * 3^1 * 5^4 * 7^1 * 11^1 * 17^1 * 23^1,0,"13,19,29",
10647,2,"2,3,7,11,13",2^3 * 3^2 * 7^1 * 11^3 * 13^2,0,"5,17,19,23,29",
10829,2,"2,3,5,7,13,17,19",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 17^1 * 19^2,0,"11,23,29",
11270,2,"2,3,5,7,13,17,23",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 17^2 * 23^1,0,"11,19,29",
11339,2,"2,3,5,7,17,23,29",2^2 * 3^4 * 5^1 * 7^1 * 17^1 * 23^1 * 29^1,0,"11,13,19",
